Dates,Date/Time,LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (°),Time
2018-11-19,,2545.735561370849,12.61758274502223,2627.3064121840503,201.50614897410054,
2018-11-18,,1402.3597322305027,7.927890438172543,1430.1755906490657,120.62797127829647,
2018-11-17,,1533.5592956542955,7.871060041917691,1559.9411469906634,73.70185473230147,
2018-11-16,,2281.1601687537295,9.34684659375083,2299.385979281225,70.22316070009639,
2018-11-15,,888.8688921586913,5.513635402959248,902.6058189385072,102.34099945653631,
2018-11-14,,514.3180953131775,7.171800116697942,1178.95960137968,38.79649435149296,
2018-11-12,,826.4268009873717,5.458442689643962,867.365031651736,202.19944947295713,
2018-11-10,,991.6445715089135,6.3682391068173745,1101.9977729587322,56.65145486593243,
2018-11-09,,244.36761675292564,3.981228315995797,296.94139409988486,149.08934727725048,
2018-11-08,,3507.5143949720587,13.5354196363025,3568.7170825211765,48.57834361659155,
2018-11-07,,1422.6903565459775,8.033721637394683,1709.1835866241386,49.05440649721357,
2018-11-06,,3265.5002204047305,12.762709359327925,3420.576972661548,56.47023656633164,
2018-11-05,,605.7299500372671,5.589411647783383,673.920267873293,233.5469361088341,
2018-11-04,,16.02982430118651,2.5659377798438054,30.548277367052687,229.97219101587916,
2018-11-03,,1132.7668538061484,6.812015106280631,1264.8815431994187,219.82006136576322,
2018-11-02,,2100.3125744114313,9.200648657149717,2183.021389074746,228.56120554606105,
2018-11-01,,1128.4133266343006,7.426239795154992,1354.9267085391837,187.42606321970604,
2018-10-31,,360.76172081407094,3.7431407983486453,454.8028496974003,194.27156354830802,
2018-10-30,,1523.547113380124,8.234829974751293,1822.74601379929,201.53845879339383,
2018-10-29,,610.5979996836836,5.7936112955212575,765.8131727889072,191.74518161349812,
2018-10-28,,2153.8459275563555,10.205566366513553,2285.462677484024,201.43861749437104,
2018-10-27,,2588.5432573954254,12.146785090366983,2737.750245104916,193.81666427188435,
2018-10-26,,2019.962720235188,9.07898165451155,2193.367720919508,205.72695668538395,
2018-10-25,,2024.1888502492538,8.991821052299589,2100.5817659627915,259.64366197654607,
2018-10-24,,1910.7331456608235,9.222414667407662,2069.611501356604,246.74882019890663,
2018-10-23,,1207.720276753107,6.99953039238849,1407.213489538304,111.73230078485273,
2018-10-22,,1530.3304981655533,8.317413048611746,1751.348787246821,59.14812366167703,
2018-10-21,,706.9915892018204,6.377970842851532,810.0300483998527,31.23489478064906,
2018-10-20,,313.8437941815286,4.229464565300278,346.92316620763523,51.600837712486545,
2018-10-19,,12.538048493365414,1.9749626918799328,18.52871700013033,117.78262084060232,
2018-10-18,,298.8657002821045,4.551795275674925,343.09767139690354,91.14440062310956,
2018-10-17,,1168.594873241872,7.338724381393853,1293.8879778180676,60.51974709828692,
2018-10-16,,1334.4473434592696,7.613746320207909,1508.8120391853463,52.46598431799146,
2018-10-15,,1057.0838268332998,7.069845068785877,1152.7077845534504,55.814845853381684,
2018-10-14,,1196.2861622704393,7.306262153718202,1259.9382256924428,44.679316328631494,
2018-10-13,,1975.3362346225306,8.830847707059638,2063.752652550665,39.76740537749395,
2018-10-12,,2046.0069448881675,8.878665488627204,2132.7373429048216,185.40121487776418,
2018-10-11,,893.8554780781255,6.6306687481701365,981.5021445513116,71.84049069881438,
2018-10-10,,2736.0412012735997,10.562441839112148,2996.203798857112,44.75396529833475,
2018-10-09,,426.8996595755967,5.31950250847472,512.4598182412104,77.16427812316552,
2018-10-08,,3344.483692593044,13.029943058888088,3457.8954443858265,54.19173330730862,
2018-10-07,,85.48495628767536,3.3284900751378776,124.84422112552582,75.29054780231986,
2018-10-06,,1458.8248490570104,7.41978660060298,1670.416552761075,99.03647436035993,
2018-10-05,,69.27644816703257,3.0525172770851174,92.4252603383566,215.551486412684,
2018-10-04,,61.201181739982516,2.8070081559320275,88.42252005239598,99.51466752423174,
2018-10-03,,383.89772724271614,4.267790407567588,475.18974397538614,126.69263922751354,
2018-10-02,,797.1662541242927,6.003308069374824,864.778159623839,110.74974944856419,
2018-10-01,,232.42787662228622,3.436993292222419,267.88807480552117,171.9276213844615,
2018-09-28,,2101.737609299347,9.030376025872616,2283.477232590841,82.36043592940923,
2018-09-27,,3029.4104809231226,11.823466999663227,3123.4557791897896,50.882043560345956,
2018-09-26,,3586.2028503417964,14.551750679810816,3593.3253280354006,45.3875878519482,
2018-09-25,,3170.4977205064556,11.822273764345354,3266.2502108694143,35.773776743147096,
2018-09-24,,1129.070308218224,7.0674433128701235,1316.028944371457,187.40568789141238,
2018-09-23,,464.6841206345701,5.501882157391972,581.9503761102585,55.94848503006828,
2018-09-22,,152.70388525579529,4.1977686261137315,218.18883198760923,72.55431330204003,
2018-09-21,,1128.295406712425,7.0115209725788885,1255.5621443956268,66.21137536896597,
2018-09-20,,2288.635703616672,9.865736130211074,2541.2125219833515,54.234606809086266,
2018-09-19,,2908.224897596571,10.993915680381962,3182.1432699259235,59.63184081183538,
2018-09-18,,2696.977620866563,10.679965102010286,2858.3628455459834,50.33107679420047,
2018-09-17,,2836.8350143432613,11.096484455797384,3004.061382673388,51.466761204931466,
2018-09-16,,1004.3238061418126,6.289900543789057,1111.0852899746326,123.87851564089448,
2018-09-15,,91.04135377684385,3.1481602390607195,114.68903616393173,220.82131401697785,
2018-09-14,,886.5421352312535,6.350392269071677,991.4873807205021,232.80033372686222,
2018-09-13,,1792.9780738086963,8.668881234589136,1893.065049619896,92.75180183090528,
2018-09-12,,3546.3391350640186,13.95540516906312,3569.1603913360236,198.0558265050251,
2018-09-11,,797.1914372709055,6.512810370988316,885.9116463729047,59.64965232213337,
2018-09-10,,2959.854536268446,11.223913043737387,3147.954624351994,49.35466286871168,
2018-09-09,,644.0563133462432,6.110813520020907,764.2033059239886,54.69351456562677,
2018-09-08,,2546.6028743320035,10.38090041610928,2778.909983802902,45.9835050370958,
2018-09-07,,172.16893021555387,4.056644587053192,226.91452814413415,68.04384493165543,
2018-09-06,,47.67510880840316,2.416548037487598,69.1738848046969,122.66727338896843,
2018-09-05,,342.32406845937163,5.094212647941377,415.3978293881063,258.93484721581126,
2018-09-04,,417.15283356358555,5.0251520019438525,505.8822330162194,80.01739989386655,
2018-09-03,,13.639416456222518,2.7067907976193544,40.72011365979007,250.3618030241793,
2018-09-02,,662.5575235277121,5.417086582216948,755.1191047203331,209.8842199378542,
2018-09-01,,358.6266849040982,4.725272687772909,359.7815970888607,140.1185183690653,
2018-08-31,,2546.0998975965704,10.884942442178717,2824.9995276246063,58.01711581812963,
2018-08-30,,1190.8373187846598,7.500581189990034,1379.3912054988868,36.34128535870047,
2018-08-29,,1502.2859977086368,8.307931949694943,1769.783294804557,34.5051499141587,
2018-08-28,,1952.1739535596628,9.371960371732694,2217.994242901084,50.75391423702239,
2018-08-27,,464.24676039483774,5.4181418062912075,557.5039299427408,52.6322505739,
2018-08-26,,111.02672791636228,3.214289481855099,142.68332733700635,62.107109349634875,
2018-08-25,,447.3221204015942,4.996362458086676,533.3316746361845,81.98478799396088,
2018-08-24,,1548.6102031071978,8.372968564430858,1830.3996245743494,60.49110725190903,
2018-08-23,,3175.120412190755,12.25483402278686,3415.2961986715786,66.02442900339761,
2018-08-22,,2706.7896491156675,11.187928378581981,2946.175584260822,58.95820950137243,
2018-08-21,,1687.4164017571336,8.780524406168183,2003.7104542688633,50.34072157409455,
2018-08-20,,3014.695084465874,11.379011382659248,3291.222567366373,53.46698881520164,
2018-08-19,,3369.535978529188,13.031235787603565,3502.2832074489365,54.69979132546318,
2018-08-18,,2030.7399804857025,9.782798952526502,2259.8364435407802,45.49223517709308,
2018-08-17,,964.2658936312935,6.920653980286393,1149.3405254220788,49.14053636300758,
2018-08-16,,599.9486810166097,6.13725347152123,733.4889625966503,51.48431365673357,
2018-08-15,,918.0999089346983,7.11769092414114,1134.2952355732875,57.704198082288094,
2018-08-14,,1425.6370465366367,7.92609380433955,1765.9922788106207,59.21384971671633,
2018-08-13,,2649.9409137301973,10.749524083402399,2980.8815571756704,61.04107948144276,
2018-08-12,,1739.9555233808019,8.30810598284004,1769.3684452517698,192.35503927866594,
2018-08-11,,1105.247298982407,7.3815920253594705,1257.0125655413385,66.61109595828586,
2018-08-10,,575.0105243458719,5.612194312529428,696.8194262660339,57.01980712678696,
2018-08-09,,442.35171143793343,4.935628492799069,549.5916616386105,143.01870704359465,
2018-08-08,,2205.645681169297,9.72057425644661,2530.2366615767514,46.99122525586021,
2018-08-07,,849.8147618836816,6.587489770518405,1014.7300489609702,52.11088051398595,
2018-08-06,,306.05488107974327,5.06407046980328,400.189531415212,61.12390236059824,
2018-08-05,,509.2126484516384,5.432712306578953,573.2901682058805,321.22821468777124,
2018-08-04,,1211.0528338273375,7.129559948212555,1385.4911254594415,61.34827979405717,
2018-08-03,,1851.4551616393849,8.49373506837419,1958.700342777087,247.24311192830388,
2018-08-02,,2936.2411244710283,11.523565825488806,3117.575088621233,216.03528160519056,
2018-08-01,,626.4213210625768,5.6773864337139655,688.0442166354674,216.72531308068156,
2018-07-31,,1075.0721599790775,7.258061677217482,1263.7009842178381,57.71481349733139,
2018-07-30,,416.43603163253863,5.2215563199586335,489.62571993794546,56.138417104880006,
2018-07-29,,94.79510044140943,3.6129895672202093,130.7627227457185,53.01446083063877,
2018-07-28,,6.820141364302888,1.9341349945300133,11.585763571786233,151.9200719687052,
2018-07-27,,85.57678361639964,2.72599331786235,104.75427440185882,178.9423468311626,
2018-07-26,,66.09858308037889,2.952330370744068,91.98451364897953,194.43691508637528,
2018-07-25,,60.75169500708566,2.993252422453627,79.48889650038731,276.2596365047824,
2018-07-24,,433.74168485113273,4.450670754330023,489.9629108223266,204.25508612477108,
2018-07-23,,25.78685408168366,2.59177566361096,43.32932349766652,146.7047854595713,
2018-07-22,,15.03114172304045,2.2203305409186402,20.413132035549648,200.7261468032374,
2018-07-21,,98.12311370505216,3.683869944678411,140.1262361579124,62.23096227138818,
2018-07-20,,312.0673026116563,4.9210541711913205,384.83255591258717,210.7115643521149,
2018-07-19,,434.73195730315285,5.400208079152637,505.3980369731315,266.66808700561506,
2018-07-18,,217.18343109554695,3.7302587462796097,251.1157120322086,258.9525691639217,
2018-07-17,,244.1694621054661,4.484267080823579,311.6449018124068,249.0486072964137,
2018-07-16,,58.35942024282276,3.352671438621149,81.69308714212498,229.69949420293162,
2018-07-15,,391.3161382003581,5.089484785166051,490.11600061601257,115.53249386863568,
2018-07-14,,885.2870562871284,6.870606604549619,1042.9280642548117,29.52829369902609,
2018-07-13,,1386.858166164821,8.107171946101712,1653.841588291506,32.93023146523369,
2018-07-12,,1036.0823317497134,5.856930048515394,982.5176062803486,76.91189221541077,
2018-07-11,,1487.133813434176,8.135541326469838,1667.633032342911,62.75453294648063,
2018-07-10,,218.76173940632071,4.065636702709726,237.6910935227171,87.01083784633198,
2018-07-09,,300.59325489215524,4.455934833321305,352.88500263812097,264.1635791990491,
2018-07-08,,2171.4828694661446,9.702785296572564,2519.246357467712,47.41761668523152,
2018-07-07,,815.6687482578883,6.733889952301978,1002.8425857387649,56.615797307756196,
2018-07-06,,172.81380644771758,3.492654982954262,221.4759979135861,109.9143067267205,
2018-07-05,,575.786639021709,5.3834451271427985,717.1349460345995,242.64990506403961,
2018-07-04,,370.79112991214566,4.479451183643605,466.4770048967323,76.53628437386607,
2018-07-03,,3378.586366441514,16.08880411254033,3526.972502914854,212.90625105963792,
2018-07-02,,1428.662532779905,7.526018098824541,1564.4179525343354,176.95600663291066,
2018-07-01,,3262.830647786458,12.1931465466817,3366.139098265005,210.71570830874953,
2018-06-30,,1951.0367476145414,9.289766801728128,2239.3551611389935,223.16773329840757,
2018-06-29,,1876.045164744058,9.066211962037608,2170.608457846794,211.4339214960732,
2018-06-28,,1168.336925599309,7.399225435323182,1347.1512907021786,200.86526557471996,
2018-06-27,,1194.9755372347022,7.264335717775111,1401.4253497483924,166.75559423666064,
2018-06-26,,974.7880820010564,6.587369143540124,1124.1625033661624,101.5188740939958,
2018-06-25,,2195.4767320420997,9.648903754022378,2507.6738491593715,58.268994198905084,
2018-06-24,,2389.1525666978614,10.031893842750105,2709.1392441037915,60.7938954035441,
2018-06-23,,996.7685551196329,6.528376282917126,1117.736538226175,126.96877866983401,
2018-06-22,,374.5096362983423,4.02589477358998,462.0125314873863,213.45944872811114,
2018-06-21,,202.99300153967383,3.6178009127163215,253.35901629645028,73.56870480544035,
2018-06-20,,1382.4860178629544,7.902168545458049,1590.1954410590238,50.65570869710709,
2018-06-19,,1398.4979990853196,7.781979430052955,1578.1880152891054,35.76657000515195,
2018-06-18,,149.73039348982263,3.606942176818846,186.18687249423155,199.65055027148782,
2018-06-17,,41.882368001052,3.0524894181225024,66.92987101732601,265.10699508090806,
2018-06-16,,681.9992155107581,5.792030701687278,838.7809383458291,126.35555329022698,
2018-06-15,,861.0381433288042,6.20582963402072,1040.3169401022392,176.05245153109217,
2018-06-14,,214.9241018630558,2.888407019277411,275.7408825005529,208.67438007725596,
2018-06-13,,541.5713750256429,5.439376446108023,679.4837703806681,85.9156120618184,
2018-06-12,,3120.0492808024082,14.059284084373028,3416.0536286741376,20.23768976661892,
2018-06-11,,2683.8046739366314,10.587300429741514,3017.7506994606774,61.27464448081121,
2018-06-10,,1756.3961618095627,8.389405637979495,1860.4945863113712,73.03405282232492,
2018-06-09,,246.23108308871707,4.335240619165912,343.9944717821886,249.74071918667602,
2018-06-08,,1664.4883437686485,8.678386946519206,1985.9994973914809,51.03843965795304,
2018-06-07,,118.4861554310966,3.817015676862662,160.8447332393925,34.961255970928384,
2018-06-06,,365.1965506937766,4.195635656929677,420.05049392217455,217.7736020386218,
2018-06-05,,674.1791576047212,4.872488596787049,804.5821783794539,188.1528012404838,
2018-06-04,,1108.6795291834399,5.825457440896152,1270.0575579162592,65.73474620448215,
2018-06-03,,3326.9418902926973,14.369281248913849,3417.595414103508,198.67427794138578,
2018-06-02,,763.9314475763166,5.949329906039764,958.7058019606031,99.08880771530993,
2018-06-01,,592.1282273277635,4.090141479458118,659.1398967010279,182.6048126356941,
2018-05-31,,1170.3346726099644,7.415396418836378,1335.1847180032169,34.64478409290313,
2018-05-30,,1835.7838438351941,8.821574436293693,2035.6212112347687,41.66716844505733,
2018-05-29,,1379.3818225198315,7.616618078615919,1501.6790588615456,42.61582859357197,
2018-05-28,,1683.245702107746,8.492221375306437,1851.2022370080751,33.33197061883077,
2018-05-27,,1565.491297945062,8.271178661508754,1742.7306541591952,54.434324440381175,
2018-05-26,,2480.6260681152335,10.160634332232984,2646.3024986824676,40.97206405798593,
2018-05-25,,1751.37620141771,8.470168718033356,1913.1994712813066,50.43878463904061,
2018-05-24,,505.0614063905332,4.99492234819465,620.7603934616432,113.9041781557929,
2018-05-23,,99.11216402677293,3.72331962486108,134.78710903506868,94.40677234861583,
2018-05-22,,658.5114083554996,5.869301680061551,744.8851803141347,54.8119809495078,
2018-05-21,,1661.7363747490767,8.654518233405216,1933.618766688213,65.55344655778671,
2018-05-20,,719.7482050094328,6.227729735275108,837.3224535548873,52.69560336404375,
2018-05-19,,143.84060351604572,3.8594121336936933,202.1242248830884,146.51997376647248,
2018-05-18,,142.48597844855644,3.181935759054289,174.94442443694737,205.27578154040694,
2018-05-17,,1137.9690324258468,7.608837347891586,1456.008292032834,220.03438133663587,
2018-05-16,,1709.6501555972625,8.731717003716348,2022.6290633046851,212.0145417319402,
2018-05-15,,412.7264222463121,4.369004464811742,495.7215100836435,200.6335395839478,
2018-05-14,,0.0758730570475257,1.7182716009103567,0.9964936460386298,242.55543818503298,
2018-05-13,,529.0156311067849,5.107302340368427,605.3483203487955,94.77075831757647,
2018-05-12,,1543.914546542697,11.457452476024606,2902.987524926388,32.06889036628934,
2018-05-11,,2873.7996292114253,11.001594106356281,3092.2262002380808,62.906044350730035,
2018-05-10,,3349.677096896701,12.1821699010001,3403.2363663116785,61.43749027782015,
2018-05-09,,487.0105828940859,4.884982072644761,584.6393211611517,42.16674231882721,
2018-05-08,,2985.503997802734,11.601962924003578,3222.595446627254,54.21134681171841,
2018-05-07,,438.72868226634085,5.484460289279619,566.4321859731712,55.595729549725846,
2018-05-06,,220.34641994087835,4.320662863604671,284.7243321727366,248.2061676879027,
2018-05-05,,331.159052736617,3.835065664309592,433.3672050232707,125.30747476820304,
2018-05-04,,10.81239839726022,2.831669606164925,171.638133474579,167.97880615790675,
2018-05-03,,772.1458062993148,5.825140244017037,888.7925721824166,163.88953044679414,
2018-05-02,,1356.203947861988,7.685666090912284,1475.5687368913382,59.539014816284165,
2018-05-01,,123.71734536356384,3.121433587123949,130.3422909671844,154.90666604869887,
2018-04-30,,229.07443642285105,4.594740005830922,346.2678216660278,105.06414964381189,
2018-04-29,,920.708333656191,6.297900893208043,1179.760597521082,98.38299560546857,
2018-04-28,,2771.0785942077628,11.544856925805384,3076.929655697474,68.74084456761676,
2018-04-27,,1441.296846803691,7.886668776472392,1607.3191036642056,85.02370354036483,
2018-04-26,,440.240563465489,5.178696462677583,520.9251412393,96.91511857509609,
2018-04-25,,179.10381885204043,3.8911257816685554,236.73853330016198,49.207609554131814,
2018-04-24,,162.49957655659972,4.030880490938822,216.80385691823847,69.0895881917741,
2018-04-23,,251.27843001815987,4.303034091161355,330.53654431732974,164.20656742134844,
2018-04-22,,75.88680035372566,2.315215833899047,98.21953644988008,117.63910148209986,
2018-04-21,,899.2089961369828,6.490129833420116,961.2252948900784,41.296687874529084,
2018-04-20,,1945.3552395357847,8.550833831230776,2042.085862252001,79.3194059762689,
2018-04-19,,2763.9015947977696,11.3289666506979,2981.80912623304,44.773007154464715,
2018-04-18,,1227.8263412614654,7.869253133734061,1511.2978776409677,45.083870410919175,
2018-04-17,,252.58970350027056,4.403578897622914,380.5180839689755,112.60449829101552,
2018-04-16,,227.73519000576596,4.2213495737976485,245.28251121490868,129.88157118691322,
2018-04-15,,2944.4551232655836,12.020121319426407,3104.0750830828915,78.86587124400667,
2018-04-14,,1291.1358108487389,7.153366000288047,1393.942840215989,62.34423363208771,
2018-04-13,,37.94249620205821,2.6018595558901607,62.97555993419197,92.20615115272804,
2018-04-12,,901.6881373050425,6.793144716833628,1027.5222462052075,80.60884436725688,
2018-04-11,,1448.3900899887076,7.984599037302857,1605.4802444971492,79.24166660838654,
2018-04-10,,1064.7993480873595,6.7188094870911605,1202.7047175250323,89.70008937517795,
2018-04-09,,109.16730273928897,3.533818281773062,158.89726534555086,66.17135072416724,
2018-04-08,,2919.452775743272,11.771746658616571,3342.124817594921,53.49119190375009,
2018-04-07,,939.5586778852662,7.128685093588296,1199.8025759321206,57.62726081742179,
2018-04-06,,44.40320712327948,2.897777894476673,73.17342020483038,230.0649603245392,
2018-04-05,,525.2783771627434,4.748778659963241,687.506691117221,112.16445922851548,
2018-04-04,,15.956441736304654,2.423914473790388,30.466163072397826,109.30911195694972,
2018-04-03,,1897.7235193791175,10.9478218845195,1954.6738589220352,180.2222609844885,
2018-04-02,,2677.7689669314354,14.844114772147584,2692.6079741729573,166.54704854885722,
2018-04-01,,834.4868690310491,6.232531402993389,838.4630883760149,121.29914171113725,
2018-03-31,,2066.2847736146705,10.560129715336679,2170.322172657661,194.69494989183193,
2018-03-30,,113.24779552945644,2.9662259390784613,141.48669321162012,227.0990434686342,
2018-03-29,,1785.9255462918013,7.950028998984209,1821.8869475683646,47.72871720790858,
2018-03-28,,908.2361274225009,6.0807193401787,977.9267491846169,124.1240796653759,
2018-03-27,,2481.1463529798716,11.015556159946627,2703.3525016202952,220.99598662058492,
2018-03-26,,2394.5787578986747,11.365639633602541,2589.0784038076017,187.083939552307,
2018-03-25,,1216.4047495192947,7.079466273387259,1258.4575027893497,198.1208434634737,
2018-03-24,,315.7523067792253,4.443585785312784,356.69653551806016,188.2460047255993,
2018-03-23,,1898.467223511801,9.265942715108375,2039.8035618114814,214.2749863730535,
2018-03-22,,2003.2250226868516,8.977829557326087,2108.7840948577973,84.29157137870783,
2018-03-21,,2403.181134241322,9.953818817933378,2543.9864434230835,196.8269028200042,
2018-03-20,,2932.6448610093853,13.464458253648532,3069.203882305525,221.23248238033702,
2018-03-19,,1585.693114887508,8.145406137737954,1703.171475282439,208.67744223276762,
2018-03-18,,3245.5485941569004,15.256162156661336,3350.289334113349,199.28017912970634,
2018-03-17,,3389.4455538855655,16.547804097334517,3579.214442792434,194.6815287272134,
2018-03-16,,2434.3104462093766,11.119647400246713,2549.282913520417,200.9467165205212,
2018-03-15,,1368.085202387637,7.279897596273145,1538.8028635479322,212.42793055375398,
2018-03-14,,2710.997390111287,11.10837075114248,2823.219505971625,214.3195801840887,
2018-03-13,,2989.0048141479488,12.251774119006237,3210.3839641184513,212.20927789476164,
2018-03-12,,229.68772117790934,3.626130457967518,257.8863819619644,123.2621526188318,
2018-03-11,,2714.9430720011387,10.793648219770837,2940.069477329126,60.58771639400057,
2018-03-10,,223.58290472186962,4.116369874262417,285.90121062096273,256.7677562275868,
2018-03-09,,1618.8126982961446,8.26173944936857,1798.697152138016,62.09266926182639,
2018-03-08,,1902.4764408595108,9.696791618642663,2336.608899176892,41.16571613096854,
2018-03-07,,500.6005021654472,5.385143581363889,623.938185379009,68.14470880561402,
2018-03-06,,361.83604082465115,4.9787492536836195,448.4285183291489,57.599175023535864,
2018-03-05,,235.04020797512982,4.681706252197423,371.84155387296465,80.71007410685216,
2018-03-04,,69.03670844896169,3.4024716069300958,96.02535891602548,43.435303779939794,
2018-03-03,,3522.1484747992617,16.680747674571123,3591.34736722896,217.12704775068477,
2018-03-02,,3602.284059312608,19.29676216840742,3600.0,192.7745014826455,
2018-03-01,,1017.7933401978668,6.650189283821315,1072.9563609421698,192.47604454888221,
2018-02-28,,1448.51252529946,8.857810487349811,1598.6897079751388,148.22152170538885,
2018-02-27,,1118.8485382671154,7.419905198944928,1440.713839645208,217.67494829826873,
2018-02-26,,1261.9876965416795,9.43760482470193,2172.5709669622547,130.09408919016505,
2018-02-25,,264.6862959002866,8.478272742695273,1864.2459026325903,53.06327319145201,
2018-02-24,,575.5646694451563,5.108722055537832,594.8096919512897,97.8814457257588,
2018-02-23,,891.9621644616116,8.109532075623662,1786.9488798470393,59.29534865750205,
2018-02-22,,147.17464733548033,5.044072421888509,708.9791044812258,194.81819813119026,
2018-02-21,,219.06516314380667,3.5699929301109563,243.17064740102276,123.78383066712134,
2018-02-20,,606.8032465203294,5.164787359535693,642.2829874578583,84.11243298318647,
2018-02-19,,2651.391591813828,10.317869133419437,2794.475311582425,66.98974317974513,
2018-02-18,,16.066671552964344,2.19694940611306,18.373486111103475,131.8270444737539,
2018-02-17,,1492.5360517994386,7.547519198722305,1428.470318564828,49.01383283403183,
2018-02-16,,2024.6672515869132,8.7154022388988,1983.0911287818599,55.098083575566605,
2018-02-15,,1642.9011336697465,8.035955855415917,1777.617658473444,119.91759536001402,
2018-02-14,,3406.9069332546655,14.332993606726307,3499.2272713563307,187.01552867889387,
2018-02-13,,1063.3405936389327,6.281332893917945,1140.5329945358826,232.4403043323092,
2018-02-12,,160.99318597032416,3.371332233978641,177.2988539102254,115.37451060612976,
2018-02-11,,2068.4384589725064,9.73614980445966,2310.007876812795,73.24427254994708,
2018-02-10,,0.0,2.1993082870136553,6.207335139626591,260.1420454545452,
2018-02-09,,2688.110116322835,11.117646439207906,2926.527628526587,61.22053901354471,
2018-02-08,,1653.5000132313965,9.08361043129766,2140.0871956812493,40.344676831385456,
2018-02-07,,1160.9693033430299,7.8560466137197205,1521.2657856856285,64.48604287041557,
2018-02-06,,888.6125541776406,6.78007617427243,1028.7622135342774,56.35516583919523,
2018-02-05,,46.45532611752618,2.733386935873163,73.09243637228909,151.55637399976433,
2018-02-04,,430.7815888590274,6.550202531947024,953.8847901729637,251.1006487740409,
2018-02-03,,3231.5553209516734,14.906118651231104,3506.7717890225413,195.91688569386784,
2018-02-02,,3532.1562347412105,18.555734607908445,3600.0,196.4634653727212,
2018-02-01,,3182.5642496744786,12.000547776619563,3314.6934709497646,197.8597894244722,
2018-01-31,,162.7410346236491,3.5423911269754162,192.32896035705946,224.78201476360348,
2018-01-30,,362.00467572893376,9.721435402120838,2431.384061081458,253.37822609288318,
2018-01-26,,565.50477365347,8.997265485616818,2147.484828942073,45.07959326719622,
